ANO,BIMESTRE,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO,CD_RECEBIMENTO,MES
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,MANUTENCAO DA UNIDADE -  DMER( META 05.30 E 05.11),3.3.90.36,1,Recurso Livre,5000.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,550.0,550.0,550.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,MANUTENCAO DA UNIDADE -  DMER( META 05.30 E 05.11),3.3.90.39,1,Recurso Livre,38000.0,0.0,0.0,0.0,0.0,1056.0,0.0,0.0,35090.85,35090.85,35090.85,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.1.90.09,1,Recurso Livre,4285.31,0.0,477.71,0.0,0.0,0.0,0.0,0.0,4763.02,4763.02,4763.02,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.1.90.11,1,Recurso Livre,254000.4,0.0,39200.83,0.0,0.0,12974.88,0.0,0.0,280226.35,280226.35,280226.35,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.3.90.14,1,Recurso Livre,900.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,1155.0,1155.0,1155.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.3.90.30,1,Recurso Livre,82600.0,0.0,18901.0,0.0,0.0,28189.57,0.0,0.0,72866.28,72866.28,72866.28,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.3.90.36,1,Recurso Livre,4000.0,0.0,0.0,0.0,0.0,3265.02,0.0,0.0,734.98,734.98,734.98,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),3.3.90.39,1,Recurso Livre,53400.0,0.0,19340.21,640.0,0.0,9027.7,0.0,0.0,61206.14,61206.14,57397.01,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2026,MANUTENCAO DA UNIDADE DA HABITACAO E URBANISMO ( META 05.30 E 05.11),4.4.90.52,1,Recurso Livre,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.1.90.09,1,Recurso Livre,4179.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.21,4025.21,4025.21,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.1.90.11,1,Recurso Livre,264176.93,0.0,0.0,0.0,0.0,14423.13,0.0,0.0,249753.8,249753.8,249753.8,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.3.90.14,1,Recurso Livre,1700.0,0.0,1925.6,0.0,0.0,0.0,0.0,0.0,3220.0,3220.0,3220.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.3.90.30,1,Recurso Livre,12000.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,13043.02,13043.02,13043.02,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.3.90.33,1,Recurso Livre,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.2,384.2,384.2,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2116,MANUTENCAO DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE ( META 08.09 E 08.17),3.3.90.39,1,Recurso Livre,6220.0,0.0,1225.0,0.0,0.0,2425.6,0.0,0.0,3810.52,3810.52,3810.52,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2117,MANUTENCAO DOS CONSELHOS ( META 08.18),3.3.90.33,1,Recurso Livre,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2117,MANUTENCAO DOS CONSELHOS ( META 08.18),3.3.90.36,1,Recurso Livre,600.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.1.90.09,1,Recurso Livre,874.37,0.0,0.0,0.0,0.0,120.0,0.0,0.0,492.45,492.45,492.45,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.1.90.11,1,Recurso Livre,60046.59,0.0,2070.33,0.0,0.0,1516.83,0.0,0.0,60100.88,60100.88,60100.88,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.3.90.14,1,Recurso Livre,700.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,1020.0,1020.0,1020.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.3.90.30,1,Recurso Livre,11250.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,9875.98,9875.98,9875.98,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.3.90.33,1,Recurso Livre,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.35,167.35,167.35,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,9,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,1,SECRETARIA MUNICIPAL DE COORDENACAO E PLANEJAMENTO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2125,MANUTENCAO DAS ATIVIDADES DA SECRETARIA ( META 09.02),3.3.90.39,1,Recurso Livre,8670.0,0.0,4237.0,0.0,0.0,765.0,0.0,0.0,10685.67,10685.67,10685.67,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,10,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,1,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2127,MANUTENCAO DA SECRETARIA DE INDUSTRIA E COMERCIO ( META 10.06),3.1.90.11,1,Recurso Livre,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,17972.64,17972.64,17972.64,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,10,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,1,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2127,MANUTENCAO DA SECRETARIA DE INDUSTRIA E COMERCIO ( META 10.06),3.3.90.14,1,Recurso Livre,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,960.0,960.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,10,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,1,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2127,MANUTENCAO DA SECRETARIA DE INDUSTRIA E COMERCIO ( META 10.06),3.3.90.30,1,Recurso Livre,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,10,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,1,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2127,MANUTENCAO DA SECRETARIA DE INDUSTRIA E COMERCIO ( META 10.06),3.3.90.33,1,Recurso Livre,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.55,164.55,164.55,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,10,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,1,SECRETARIA MUNICIPAL DA INDUSTRIA E COMERCIO.,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2127,MANUTENCAO DA SECRETARIA DE INDUSTRIA E COMERCIO ( META 10.06),3.3.90.39,1,Recurso Livre,41300.0,0.0,35200.0,0.0,0.0,21000.0,0.0,0.0,53522.1,53522.1,52090.18,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,11,SECRETARIA MUNICIPAL DE CULTURA TURISMO E DESPORTO,1,"SECRETARIA MUNICIPAL DE CULTURA, TURISMO E DESPORTO.",PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2130,MANUTENCAO DAS ATIVIDADES DA CULTURA DESPORTO E TURISMO ( META 06.46),3.1.90.11,1,Recurso Livre,0.0,0.0,3038.29,30729.1,0.0,0.0,0.0,0.0,33767.39,33767.39,33767.39,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,11,SECRETARIA MUNICIPAL DE CULTURA TURISMO E DESPORTO,1,"SECRETARIA MUNICIPAL DE CULTURA, TURISMO E DESPORTO.",PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2130,MANUTENCAO DAS ATIVIDADES DA CULTURA DESPORTO E TURISMO ( META 06.46),3.1.90.13,1,Recurso Livre,0.0,0.0,695.86,6453.9,0.0,0.0,0.0,0.0,7149.76,7149.76,7149.76,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,11,SECRETARIA MUNICIPAL DE CULTURA TURISMO E DESPORTO,1,"SECRETARIA MUNICIPAL DE CULTURA, TURISMO E DESPORTO.",PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2130,MANUTENCAO DAS ATIVIDADES DA CULTURA DESPORTO E TURISMO ( META 06.46),3.3.90.30,1,Recurso Livre,6400.0,0.0,230.4,0.0,0.0,200.0,0.0,0.0,5252.29,5252.29,5252.29,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,11,SECRETARIA MUNICIPAL DE CULTURA TURISMO E DESPORTO,1,"SECRETARIA MUNICIPAL DE CULTURA, TURISMO E DESPORTO.",PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2130,MANUTENCAO DAS ATIVIDADES DA CULTURA DESPORTO E TURISMO ( META 06.46),3.3.90.39,1,Recurso Livre,33300.0,0.0,2400.0,0.0,0.0,5719.95,0.0,0.0,22732.2,22732.2,21276.88,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,8,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,1,SECRETARIA MUNICIPAL DA AGRICULTURA E MEIO AMBIENTE,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,28,FORMACAO E CAPACITACAO DE RECURSOS HUMANOS PARA O SETOR PUBLICO.,2118,MANUTENCAO DO CONVENIO COM EMATER ( META 08.05),3.3.90.39,1,Recurso Livre,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35371.77,35371.77,35371.77,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,139,MELHORAMENTO DE INFRA-ESTRUTURA E AQUISICAO DE EQUIPAMENTOS,2027,"MANUTENCAO DO POSTO ABASTECIMENTO, LUBRIFICACAO E BORRACHARIA.( META 05.06)",3.3.90.30,1,Recurso Livre,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.96,1422.96,1422.96,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,139,MELHORAMENTO DE INFRA-ESTRUTURA E AQUISICAO DE EQUIPAMENTOS,2028,MANUTENCAO  FABRICA DE TUBOS ( META 05.07),3.3.90.30,1,Recurso Livre,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11999.98,11999.98,11999.98,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,123,ADMINISTRACAO FINANCEIRA,16,ADMINISTRACAO GOVERNAMENTAL,1001,AQUISICAO DE  EQUIPAMENTO E MATERIAL PERMANENTE.( META 04.05),4.4.90.52,1,Recurso Livre,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9025.6,9025.6,9025.6,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,123,ADMINISTRACAO FINANCEIRA,29,"ARRECADACAO,FISCALIZACAO E CONTROLE DE RECEITAS PUBLICAS",2019,PROGRAMA DE INCENTIVO A ARRECADACAO. (META 04.08),3.3.90.31,1,Recurso Livre,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,11500.0,11500.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,123,ADMINISTRACAO FINANCEIRA,29,"ARRECADACAO,FISCALIZACAO E CONTROLE DE RECEITAS PUBLICAS",2019,PROGRAMA DE INCENTIVO A ARRECADACAO. (META 04.08),3.3.90.39,1,Recurso Livre,2000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,14,SERVICOS DE TRANSITO,2010,MANUTENCAO DO CONSELHO MUNICIPAL DO TRANSITO E JARI (META 02.08),3.3.20.41,1,Recurso Livre,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22,76.22,76.22,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,14,SERVICOS DE TRANSITO,2010,MANUTENCAO DO CONSELHO MUNICIPAL DO TRANSITO E JARI (META 02.08),3.3.90.14,1,Recurso Livre,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,450.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,14,SERVICOS DE TRANSITO,2010,MANUTENCAO DO CONSELHO MUNICIPAL DO TRANSITO E JARI (META 02.08),3.3.90.30,1,Recurso Livre,967.22,0.0,0.0,0.0,0.0,690.7,0.0,0.0,250.0,250.0,250.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,14,SERVICOS DE TRANSITO,2010,MANUTENCAO DO CONSELHO MUNICIPAL DO TRANSITO E JARI (META 02.08),3.3.90.33,1,Recurso Livre,250.0,0.0,0.0,0.0,0.0,69.3,0.0,0.0,180.7,180.7,180.7,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,14,SERVICOS DE TRANSITO,2010,MANUTENCAO DO CONSELHO MUNICIPAL DO TRANSITO E JARI (META 02.08),3.3.90.39,1,Recurso Livre,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,32,POLICIAMENTO CIVIL,2011,MANUTENCAO DO CONSEPRO ( META 02.07),3.3.70.41,1,Recurso Livre,8000.0,0.0,0.0,0.0,0.0,2960.0,0.0,0.0,5040.0,5040.0,5040.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,2,GABINETE DO PREFEITO,2,DEFESA CIVIL,PRM,6,SEGURANCA PUBLICA,181,POLICIAMENTO,33,POLICIAMENTO MILITAR,2012,APOIO AO POLICIAMENTO MILITAR (META 02.07),3.3.90.30,1,Recurso Livre,500.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,6,SEGURANCA PUBLICA,782,TRANSPORTE RODOVIARIO,14,SERVICOS DE TRANSITO,2029,MANUTENCAO DO TRANSITO ( META 05.17),3.3.90.30,1,Recurso Livre,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889.7,3889.7,2899.7,0.0,0.0,0.0,,
2005,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,2,HABITACAO E URBANISMO,PRM,6,SEGURANCA PUBLICA,782,TRANSPORTE RODOVIARIO,14,SERVICOS DE TRANSITO,2029,MANUTENCAO DO TRANSITO ( META 05.17),3.3.90.37,1,Recurso Livre,500.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,4822.52,4822.52,4822.52,0.0,0.0,0.0,,
