ANO,MES,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_RECEBIMENTO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,2,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - PROPRIO,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,45,Proteção Social Básica,2153,CONTRAPARTIDA FUNDO MUNICIPAL ANTI DROGAS - COMAD,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,2,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - PROPRIO,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,45,Proteção Social Básica,2153,CONTRAPARTIDA FUNDO MUNICIPAL ANTI DROGAS - COMAD,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,46,Proteção Social Especial de Media e Alta Complexid,1923,ESTRUTURAÇÃO DO CREAS - PROTEÇÃO SOCIAL DE MEDIA COMPLEXIDADE,4.4.90.52,1058,ESTRUTURAÇÃO DA REDE SOCIOASSISTENCIAL DA PROTEÇÃO SOCIAL ESPECIAL,0.00,0.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,1069,CONSTRUÇÃO PREDIO ABEMEC,4.4.90.51,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,10000.00,0.00,55761.52,0.00,0.00,0.00,0.00,0.00,65761.52,65761.52,65761.52,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.1.90.11,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,118000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115442.64,115442.64,115442.64,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.1.90.13,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,26760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23095.66,23095.66,19829.81,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.14,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.00,667.00,667.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,9100.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,10968.62,10443.04,10443.04,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.33,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,589.30,589.30,589.30,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,12600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11766.72,11766.72,10931.55,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,3.3.90.47,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2165,MANUTENÇÃO DO CONSELHO TUTELAR,4.4.90.52,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1000.00,0.00,1349.00,0.00,0.00,0.00,0.00,0.00,2292.00,299.00,299.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2166,MANUTENÇÃO DO CONSELHO DA CRIANÇA E ADOLESCENTE,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2166,MANUTENÇÃO DO CONSELHO DA CRIANÇA E ADOLESCENTE,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2167,ATENDIMENTO A CRIANCA E ADOLESCENTE,3.3.50.43,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,436000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435999.96,435999.96,435999.96,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2167,ATENDIMENTO A CRIANCA E ADOLESCENTE,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.15,500.15,500.15,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2167,ATENDIMENTO A CRIANCA E ADOLESCENTE,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,6500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6064.51,6064.51,5709.67,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,4,FUNDO DA CRIANÇA E ADOLECENTE - RECURSOS PROPRIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2167,ATENDIMENTO A CRIANCA E ADOLESCENTE,4.4.90.52,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,5,FUNDO DA CRIANCA E ADOLESCENTE - RECURSOS CONVENIO,OTR,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2206,ATENDIMENTO A CRIANÇA E ADOLESCENTE  - RECURSOS DE DOAÇÕES,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,0.00,0.00,0.00,436.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,5,FUNDO DA CRIANCA E ADOLESCENTE - RECURSOS CONVENIO,OTR,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2206,ATENDIMENTO A CRIANÇA E ADOLESCENTE  - RECURSOS DE DOAÇÕES,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,2000.00,0.00,0.00,0.00,0.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,5,FUNDO DA CRIANCA E ADOLESCENTE - RECURSOS CONVENIO,OTR,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2206,ATENDIMENTO A CRIANÇA E ADOLESCENTE  - RECURSOS DE DOAÇÕES,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,3000.00,0.00,2580.00,0.00,0.00,0.00,0.00,0.00,4280.00,4280.00,4280.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.1.90.11,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.1.90.13,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.3.90.30,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.3.90.36,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.3.90.39,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,243,Assistência à Criança e ao Adolescente,48,Serviço de Proteção a Criança e ao Adolescente,2924,PROGRAMA PRIMEIRA INFANCIA NO SUAS,3.3.90.46,1059,PROGRAMA PRIMEIRA INFANCIA NO SUAS,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,3.3.90.14,1900,PROGRAMA BOLSA FAMÍLIA,3181.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1121.50,1121.50,1121.50,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,3.3.90.30,1900,PROGRAMA BOLSA FAMÍLIA,2000.00,0.00,4793.97,0.00,0.00,0.00,0.00,0.00,6059.27,5757.44,5757.44,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,3.3.90.33,1900,PROGRAMA BOLSA FAMÍLIA,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.28,298.28,298.28,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,3.3.90.36,1900,PROGRAMA BOLSA FAMÍLIA,0.00,0.00,0.00,1700.00,0.00,0.00,0.00,0.00,896.50,896.50,896.50,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,3.3.90.39,1900,PROGRAMA BOLSA FAMÍLIA,7424.20,0.00,0.00,0.00,0.00,2770.00,0.00,0.00,2480.00,2480.00,2480.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2161,APOIO ORGANIZAÇÃO E GESTÃO DO PROGRAMA BOLSA FAMILIA,4.4.90.52,1900,PROGRAMA BOLSA FAMÍLIA,10158.00,0.00,26555.15,0.00,0.00,0.00,0.00,0.00,36713.15,36713.15,36713.15,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2162,FEAS - FUNDO ESTADUAL DE ASSISTENCIA SOCIAL - REPASSE,3.3.90.30,1115,OASF - PEAS,3371.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2162,FEAS - FUNDO ESTADUAL DE ASSISTENCIA SOCIAL - REPASSE,3.3.90.39,1115,OASF - PEAS,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,45,Proteção Social Básica,2162,FEAS - FUNDO ESTADUAL DE ASSISTENCIA SOCIAL - REPASSE,4.4.90.52,1115,OASF - PEAS,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,46,Proteção Social Especial de Media e Alta Complexid,2164,BOLSA FAMILIA IGD-SUAS,3.3.90.14,1910,BOLSA FAMILIA - IGD - SUAS,3143.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1012.50,1012.50,1012.50,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,46,Proteção Social Especial de Media e Alta Complexid,2164,BOLSA FAMILIA IGD-SUAS,3.3.90.33,1910,BOLSA FAMILIA - IGD - SUAS,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,46,Proteção Social Especial de Media e Alta Complexid,2164,BOLSA FAMILIA IGD-SUAS,3.3.90.39,1910,BOLSA FAMILIA - IGD - SUAS,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,160.00,160.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,46,Proteção Social Especial de Media e Alta Complexid,2164,BOLSA FAMILIA IGD-SUAS,4.4.90.52,1910,BOLSA FAMILIA - IGD - SUAS,3775.98,0.00,991.89,0.00,0.00,0.00,0.00,0.00,4767.87,4767.87,4767.87,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,2,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - PROPRIO,PRM,8,Assistência Social,244,Assistência Comunitária,47,Assistencia Social Comunitaria,2154,ASSISTENCIA SOCIAL A POPULAÇÃO CARENTE,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,5000.00,0.00,0.00,0.00,0.00,2115.80,0.00,0.00,1022.07,1022.07,1022.07,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,2,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - PROPRIO,PRM,8,Assistência Social,244,Assistência Comunitária,47,Assistencia Social Comunitaria,2154,ASSISTENCIA SOCIAL A POPULAÇÃO CARENTE,3.3.90.32,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,50000.00,0.00,0.00,0.00,0.00,11200.00,0.00,0.00,18332.54,17319.29,16306.04,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,2,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - PROPRIO,PRM,8,Assistência Social,244,Assistência Comunitária,47,Assistencia Social Comunitaria,2154,ASSISTENCIA SOCIAL A POPULAÇÃO CARENTE,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,49000.00,0.00,0.00,0.00,0.00,37930.00,0.00,0.00,7631.00,7631.00,7631.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,11,SEC MUNICIPAL DE ASSISTENCIA E DESENV SOCIAL,3,FUNDO DA ASSISTENCIA SOCIAL  AUXILIOS E CONVENIOS,PRM,8,Assistência Social,244,Assistência Comunitária,49,Gestão da Assistencia Social do Município,2203,PROGRAMA APRIMORA REDE,3.3.90.30,1930,PROGRAMA APRIMORA REDE,217.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
